Date,Open,High,Low,Close,Volume
2020-02-06,589.4510640616896,591.3690599560683,585.9228002816666,587.1541748046875,11827550
2020-02-07,590.0904283388669,590.5640161625739,583.270752115284,588.290771484375,6815448
2020-02-10,588.6460138398753,588.6460138398753,580.6424251679804,587.3910522460938,9219834
2020-02-11,588.8118029491535,594.3527577254539,586.3254667116565,587.5330810546875,11613520
2020-02-12,589.711451797723,593.3581122126434,589.1668721260645,591.5111083984375,6297930
2020-02-13,596.6733008644125,596.6733008644125,584.2179181807978,587.9119262695312,9112140
2020-02-14,588.7643573113077,591.2270486728398,575.4092038524705,577.4692993164062,14688858
2020-02-17,580.1450820402947,583.9337846168844,575.1487073930117,576.4274291992188,10152690
2020-02-18,576.3089902877083,577.06671918566,569.9629023717208,574.5803833007812,10529116
2020-02-19,578.9611718511736,582.5130808809355,574.8883277259173,581.18701171875,10012268
2020-02-20,582.512980564733,582.512980564733,574.9829231562064,576.4036865234375,11123414
2020-02-24,572.5439293050475,575.2907615812694,568.3053417555244,573.0175170898438,16568084
2020-02-25,570.1998228795738,572.5677623433594,567.3582955230311,568.4475708007812,13886680
2020-02-26,567.1214775704135,570.5312871295188,561.5094728410021,567.9502563476562,13814786
2020-02-27,565.937479073151,569.4893879376268,559.3072491927961,568.044921875,20655098
2020-02-28,556.7024777583055,561.201562010712,554.1450919894718,557.720703125,24313056
2020-03-02,568.4000622917009,568.8500053945262,552.2744321654279,558.6441650390625,14664898
2020-03-03,556.4657366475143,561.3673594464186,553.1506216206781,559.6861572265625,22369550
2020-03-04,558.0522006667385,558.833632138287,536.6223516377066,544.0813598632812,34288870
2020-03-05,546.0467512820113,551.7298050681208,541.1924761730429,545.2653198242188,19549708
2020-03-06,532.786261814301,540.316319210145,521.4201548955959,537.4747924804688,23053566
2020-03-09,525.6824725647729,529.6606217571953,504.3710209743091,524.40380859375,34420590
2020-03-11,523.3145209195276,530.4183379455845,517.1578794969449,527.4821166992188,35538240
2020-03-12,509.10690349877325,511.4748425848141,475.2217009586306,483.67523193359375,59000770
2020-03-13,464.1398060865096,512.1616008174603,435.3219945252568,506.64434814453125,66342364
2020-03-16,490.1634119366812,491.1105876119212,471.219898431882,473.3510437011719,31986322
2020-03-17,477.3765535610268,478.3237292625368,452.1343268968877,461.7955017089844,42676838
2020-03-18,466.4839837531922,470.2726861593095,409.6534476614327,415.2891540527344,61181406
2020-03-19,401.1288983050212,435.67713682679727,376.50233075855004,424.12158203125,67220048
2020-03-20,414.3893115640694,433.1433762737958,390.4968020476459,418.1069641113281,88637464
2020-03-23,376.3128921030309,397.22180713467804,362.2947033776795,365.3966979980469,50276954
2020-03-24,376.62070252521124,383.6061226600706,349.86299150015697,363.5733642578125,61057272
2020-03-25,364.87574495834104,410.81376390855485,357.67720424895873,405.7463684082031,47228042
2020-03-26,412.0687471848041,444.0833008932357,398.2873532998881,426.7499694824219,57043156
2020-03-27,447.5168562753047,468.21265163955553,413.0159631623789,428.3365478515625,55235936
2020-03-30,416.75730532049823,420.072420249184,392.13073727883244,393.8593444824219,39268444
2020-03-31,404.3492849888451,413.7263182768991,396.8666030278932,408.18536376953125,35211092
2020-04-01,409.1088517184622,409.1088517184622,388.3420361059741,392.91217041015625,29103504
2020-04-03,399.2345085366726,399.70809632853104,383.60611140534377,385.4294128417969,34996280
2020-04-07,413.9157103856215,429.6861773228746,400.347409232404,424.3819885253906,60412638
2020-04-08,416.7335819807689,447.54046196793706,410.17437373984075,420.9721984863281,56219352
2020-04-09,432.38564965509744,440.86288260703225,421.4931305509712,438.0923767089844,44457146
2020-04-13,442.33097313907695,448.3455435442315,419.6934837209829,424.02679443359375,34158056
2020-04-15,440.673432462969,440.673432462969,399.2345014145974,408.84832763671875,57978752
2020-04-16,409.65343513282806,421.8246470213436,405.5095420028717,416.63885498046875,53854396
2020-04-17,433.3328632046106,435.70080234780517,420.1908009598806,431.10699462890625,55883462
2020-04-20,450.38202863591187,455.0942333496393,442.8046233171163,447.4694519042969,66232986
2020-04-21,438.0687158227306,442.3310060307355,430.0177232076101,436.4822082519531,33178006
2020-04-22,435.29826921581855,441.8574491550055,429.68623603919485,439.7736511230469,38289354
2020-04-23,442.8046029436081,453.93391649352765,432.1725508137539,452.252685546875,40901222
2020-04-24,441.8574108639782,453.88655236824343,438.54229631301587,444.2490234375,33284568
2020-04-27,447.6115545430124,453.41300553123114,438.6844064953877,440.29461669921875,27421072
2020-04-28,446.9721724701217,446.9721724701217,436.6479639199274,441.0997009277344,29441436
2020-04-29,442.80460969418954,470.1306325655098,442.3783690959177,462.7426452636719,55877778
2020-04-30,474.25082880760095,482.58596242566557,469.84643919589695,474.44024658203125,43793134
2020-05-04,453.4603310664581,454.64430059926866,434.51681854148853,437.1215515136719,26722324
2020-05-05,444.22536178957523,447.06688862405014,430.04140122638694,431.651611328125,29672858
2020-05-06,435.22720397595276,449.9084263081122,428.9048181789834,448.2035217285156,33785846
2020-05-07,445.4093366633235,446.7353767542662,436.34011851196357,438.0687255859375,21831730
2020-05-08,446.11975432207817,447.0432564098975,438.16348422991985,439.9867858886719,20807484
2020-05-11,443.75176755695486,451.8027601380309,432.8592481825579,433.7117004394531,28550784
2020-05-12,426.7026062225327,430.6807552900282,412.54231949267944,426.96307373046875,49568418
2020-05-13,450.3820252275569,454.64431568712365,436.69532541185623,439.3237609863281,44346966
2020-05-14,425.28184412084346,431.43848551680225,421.4931417233304,423.24542236328125,39554890
2020-05-15,421.7299547295974,422.6297831519755,414.38934350185036,420.6170349121094,24349628
2020-05-18,420.5459875978959,420.5459875978959,393.6935522032802,396.2272644042969,46649964
2020-05-19,407.6880715158529,410.7427187976263,391.23089443858925,393.3857421875,47460692
2020-05-20,396.13253822530055,409.1798768985452,394.11978998824173,405.912109375,40014306
2020-05-21,407.97224666252146,418.65164657168174,403.63890640560027,407.0724182128906,48478908
2020-05-22,402.54961939702196,412.16344570269695,394.5223006173569,397.26910400390625,42047432
2020-05-26,405.8647717604575,412.8501922779216,401.9576721489945,403.686279296875,38005152
2020-05-27,407.2381456061135,430.8701586021425,405.93577920464736,427.9576110839844,56025754
2020-05-28,435.7008120888158,449.908447265625,432.83561144259414,447.6589050292969,75488806
2020-05-29,447.0668915536171,452.276357450958,437.33466786286783,450.6898498535156,53025166
2020-06-01,461.74808616644845,471.21984178011917,457.5331433561633,467.7389831542969,39190230
2020-06-02,467.28913149608485,475.9557832609285,461.84287128961654,474.0614318847656,41623594
2020-06-03,483.0595799849826,495.49126035224316,480.9047611690921,484.1251525878906,50546088
2020-06-04,486.87196992255116,492.03403078925146,469.3728657021748,474.3929138183594,54275882
2020-06-05,475.0558673281221,493.6678892964976,474.91379678216936,489.38189697265625,35195984
2020-06-08,502.0030693611453,505.15243980188677,476.6187747745198,481.11785888671875,49812664
2020-06-09,483.05956946011673,486.25628719919104,463.9029366352295,467.5732421875,61844146
2020-06-10,468.85196243554805,473.51679110565817,463.26363169469056,469.72808837890625,36497730
2020-06-11,466.4840151026413,468.09422529565535,457.012258450811,458.7171630859375,30897714
2020-06-12,439.48946475133556,467.26539992093586,439.48946475133556,465.41839599609375,42644876
2020-06-15,458.4329710785176,461.27449775875635,446.59327657752283,449.83734130859375,32009936
2020-06-16,461.748117949204,470.72261279198466,450.85559824373564,469.0413818359375,45399970
2020-06-17,468.37837623983796,473.0669074428646,460.9193677203461,463.7608947753906,36957838
2020-06-18,464.11605003476484,485.38015409345786,460.32734758550146,483.035888671875,40870126
2020-06-19,482.08866286055866,493.952030388403,479.34185965196343,489.38189697265625,47877752
2020-06-22,492.27085798296577,495.3491789480895,484.85922561793393,487.2034912109375,29694474
2020-06-23,492.0577425460753,494.89926945201995,481.4256902585646,493.62060546875,28830512
2020-06-24,496.5568053903649,500.8190955653895,487.81913365596864,488.9794006347656,39429246
2020-06-25,483.959426063741,496.79364498690006,476.9029556737925,487.2034912109375,70646790
2020-06-26,493.0048694091979,503.42380036693316,486.84822838871804,500.32177734375,39969138
2020-06-29,491.1105010526373,512.7060910796362,491.1105010526373,509.6041259765625,46005956
2020-06-30,508.6332810624773,510.7881286085143,500.25080039283444,504.7735290527344,35746130
2020-07-01,504.77348901342947,519.0521711600045,502.61869944932215,513.6532592773438,34846718
2020-07-02,516.3527542150736,526.2743945927806,513.9374104072832,515.926513671875,36954496
2020-07-03,517.6314592299118,518.9575281785096,506.738939959749,508.6095886230469,27597254
2020-07-06,524.7116072131548,530.3710164045095,520.9466071314738,522.3673706054688,35558216
2020-07-07,525.3983684647952,526.4875858251261,517.65521873679,523.3856201171875,24349850
2020-07-08,524.261758839365,532.7389930603082,523.3145831233048,525.8482666015625,30056350
2020-07-09,529.471221809998,535.0121765882539,524.3801523695173,532.7626342773438,20114484
2020-07-10,529.4238245358104,530.4183473749359,520.7334997816465,523.3618774414062,17562978
2020-07-13,525.6350899595362,527.103200519176,507.3546131659067,511.59320068359375,29922114
2020-07-14,503.2344199505109,506.21804642380647,497.26722481493465,501.4584655761719,26612674
2020-07-15,506.8336709933505,511.0012670090253,497.3145672016317,498.759033203125,20974394
2020-07-16,498.9958415538396,504.60784592235433,489.7371761133544,503.2107849121094,23662456
2020-07-17,501.553210316007,522.8409599731156,501.1980194464601,520.2125244140625,28405738
2020-07-20,537.5221669572308,545.9994003595516,532.3837507560095,536.5986938476562,65124096
2020-07-21,545.5969891993612,548.3911116930799,537.0487040744711,539.2035522460938,47512422
2020-07-22,539.1797013815561,542.0212281345551,529.2580602600719,533.4255981445312,24718012
2020-07-23,532.7862424039471,541.7370628385348,528.6423494074719,535.3436279296875,20149122
2020-07-24,531.7917220922633,531.7917220922633,521.5385352402088,529.9920654296875,19598440
2020-07-27,520.8755685021828,522.3673817438901,509.27266655048254,511.2380676269531,37970094
2020-07-28,511.001308830975,518.2945735498025,501.766345418367,514.624267578125,35596450
2020-07-29,511.9484003812318,515.5003088020081,499.89561426446784,504.1815490722656,33592086
2020-07-30,508.6333376902901,513.2034718863025,495.7043665966615,497.5750732421875,26956266
2020-07-31,500.9138426553435,500.9138426553435,483.083277558819,489.1215515136719,37726696
2020-08-03,485.8774090184497,486.3509968464558,470.27271321005446,474.5350036621094,31783542
2020-08-04,477.3765326172594,502.50039012196834,475.0085934673722,493.3127746582031,60306168
2020-08-05,496.29630713217466,500.01401757537576,483.0595513733578,486.6351623535156,33221360
2020-08-06,491.11057166842573,499.63515246884197,486.0195025792882,492.8628234863281,33646888
2020-08-07,490.09232405100107,495.9411218281457,483.3436978902163,494.3546142578125,24836784
2020-08-10,494.4257025592764,503.89745931328554,494.3310081161424,497.5750732421875,22172854
2020-08-11,496.55683522207664,507.2125612998036,496.55683522207664,505.1524658203125,20136148
2020-08-12,504.37099731117087,504.8445851020734,496.32000486582825,503.75531005859375,20666432
2020-08-13,505.76810816309927,507.37831837353264,500.34555054567113,501.55322265625,19892740
2020-08-14,504.79732745486376,504.79732745486376,486.5168470445969,489.9029541015625,20924512
2020-08-17,495.8464969809538,495.8464969809538,483.15434792051843,489.0978698730469,19561012
2020-08-18,486.84823777378875,502.78447813082306,484.00671109417516,500.3454895019531,24040824
2020-08-19,504.3710551894934,506.644299971092,500.22716154357033,505.1287841796875,17715624
2020-08-20,499.6114870686369,506.24171707262065,498.21442601363316,501.529541015625,19216734
2020-08-21,504.56048129086855,515.6424479794565,504.1815879057319,514.150634765625,28924302
2020-08-24,514.3163762281067,531.8154231788657,514.1506320521144,529.0213012695312,36779740
2020-08-25,529.9448177732289,533.7335206706247,523.8828700129884,530.2763061523438,27601738
2020-08-26,530.8919371815633,535.983006159888,525.445677344286,529.6842651367188,25190062
2020-08-27,533.1651279730452,535.1068262437444,523.9064640600558,526.6769409179688,20645996
2020-08-28,526.6059875241332,532.7863321009106,518.5786965782196,527.8136596679688,38696610
2020-08-31,534.9174270102438,544.0576947927252,521.2780750696418,528.4529418945312,38501166
2020-09-01,534.2070987245911,541.5950576766639,524.7353416550061,533.8756103515625,28877884
2020-09-02,532.3600482680174,539.4165182338052,530.7498381439231,537.11962890625,19761682
2020-09-03,538.58777662407,542.7079677503818,534.207089058651,535.5805053710938,19833362
2020-09-04,525.6824633183799,532.9757270743686,523.0303831737506,530.0868530273438,23661370
2020-09-07,528.6661441992501,530.1816022066531,520.4730512059954,525.9193115234375,17615466
2020-09-08,527.576796599215,529.8500411093245,522.3673309236393,526.8427124023438,14624918
2020-09-09,521.4201464776954,525.6824365033987,516.8026656165168,519.2890014648438,15728872
2020-09-10,522.3673363118392,523.2434621677486,513.369168233938,516.47119140625,15188088
2020-09-11,519.2653076868147,523.2434566732622,507.21252159133104,510.8354797363281,20794730
2020-09-14,515.2635641186764,518.1050911266838,498.38014625056275,501.0322265625,21650590
2020-09-15,505.79186036752685,509.651613186281,501.103328751354,506.975830078125,16505110
2020-09-16,506.83372171231315,519.0523120361113,505.9575957040182,517.9393920898438,18710112
2020-09-17,513.3691952247481,518.1050734094782,510.52766831390994,513.1797485351562,18318686
2020-09-18,517.1578690147392,517.2525634487629,495.94111280255106,500.7243957519531,23481778
2020-09-21,499.63515746988145,507.37830687889436,493.2417218055749,496.93572998046875,19842878
2020-09-22,499.18520657825195,501.1269048516,487.5586038287918,490.352783203125,18620678
2020-09-23,495.37285897588924,499.63514934948677,489.8555493189743,495.96484375,16079828
2020-09-24,491.5841803560392,495.8464709371609,485.42753840553,487.98492431640625,19809510
2020-09-25,497.26718595658224,498.1906590346689,485.73533468255306,494.4256591796875,20321544
2020-09-28,496.7699200515837,501.52950076111574,493.78635147587335,499.2562561035156,16152422
2020-09-29,501.05593710544423,506.69164399047804,497.74082220966153,503.2107849121094,12644446
2020-09-30,502.0030764299831,514.7426000261162,498.2143739663606,510.8117980957031,18813842
2020-10-01,516.2580334501458,525.6824419445059,516.2580334501458,524.2379760742188,21203080
2020-10-05,526.6296948488595,536.1014519504577,526.1561069937795,527.7426147460938,16940126
2020-10-06,537.5458522321513,543.6787910802993,533.3545539789349,541.831787109375,19371990
2020-10-07,542.2106321782777,551.658684764672,538.7534184429076,550.4273681640625,21248778
2020-10-08,558.8336375702047,569.7261576245393,550.9483886643206,564.4219970703125,35060674
2020-10-09,568.7789683314858,585.8281297469175,564.350933803847,584.1942749023438,44972388
2020-10-12,583.247069481048,588.5512296372209,570.9574315684628,574.7698364257812,19220546
2020-10-13,574.6514615247294,578.9373965283816,565.9374342386844,567.5712890625,18353952
2020-10-14,566.1978850601087,575.0776558026911,556.7024270883041,573.7515869140625,22582918
2020-10-15,575.0303029100788,576.3563719189317,551.2562176775979,553.7425537109375,28246896
2020-10-16,558.8336455446905,569.9629596720636,555.5185306982389,567.99755859375,25822848
2020-10-19,584.8809468387893,584.8809468387893,564.8008120814739,569.9866333007812,42359556
2020-10-20,571.8573301233379,581.2817399211143,571.0996011238872,579.6478271484375,27411978
2020-10-21,582.7971231389221,592.4583256225468,578.5821802433544,590.421875,35640752
2020-10-22,587.2251793734391,591.9847599679864,579.1978891526778,584.0758666992188,21913060
2020-10-23,588.9064295975948,591.250666084375,583.0812765302468,585.2598266601562,15866230
2020-10-26,582.4183510706442,588.1960996171958,570.4839027686133,573.467529296875,19571976
2020-10-27,580.6186174306827,585.3544952237552,567.2871098809821,583.9810791015625,24317780
2020-10-28,581.5657719923105,583.4601230411454,569.0156962937793,572.8517456054688,16571186
2020-10-29,568.5894962307826,570.4127976829093,558.1232175029422,562.243408203125,23060024
2020-10-30,560.0413047538221,567.973900810896,557.1050255565358,560.514892578125,11522716
2020-11-02,565.629651054136,580.145130577315,557.649707146766,575.5276489257812,21926080
2020-11-03,580.8317775553417,592.3399850790447,580.3818922361537,591.013916015625,28164230
2020-11-04,592.9319331329635,598.9938801743824,582.5130014005952,595.4893188476562,23404822
2020-11-05,599.5621179411627,604.2979956500186,593.0976333063729,601.0775756835938,21433928
2020-11-06,599.6805625400184,620.4000291628225,599.3253716836275,619.287109375,35705724
2020-11-09,622.8626667877825,637.4254919967238,622.8626667877825,634.8681640625,26288440
2020-11-10,642.6586806298552,660.6550180387974,640.0776500995573,660.0156860351562,41517356
2020-11-11,662.9756001906362,670.0320702645637,649.0521067328153,658.2633666992188,36116194
2020-11-12,652.3199077601627,657.6004237819327,644.0794677139719,649.6204223632812,27053948
2020-11-13,648.2470477549742,648.2470477549742,637.9228098899588,643.5111694335938,22472480
2020-11-14,647.7735081094111,651.1596151122721,646.5421334054408,648.6732788085938,1835066
2020-11-17,656.2980617830259,668.9901814015474,653.8353702909427,667.0247802734375,31059900
2020-11-18,664.4437608264075,672.0211665093885,662.5731119228285,667.1431884765625,18862776
2020-11-19,658.14492720945,662.7624081519232,647.8680953131696,650.8753662109375,20266882
2020-11-20,650.070363791555,667.0011291667048,646.4711077495306,664.7515869140625,20405362
2020-11-23,670.1267175383426,674.2232634515739,651.3489502514798,660.4655151367188,25246636
2020-11-24,666.8116839168157,684.3344341333797,663.9938593712611,681.114013671875,40154400
2020-11-25,687.3180076712156,693.5219963829492,661.6021666174429,664.3489990234375,24152602
2020-11-26,670.1267941015735,678.1777873875996,656.8663345716484,675.6441040039062,27943126
2020-11-27,678.0830833467495,684.8080074601961,670.3872810499112,682.3690185546875,17994580
2020-12-01,682.3690104462229,686.2287628068216,675.0994488482569,678.79345703125,17147574
2020-12-02,677.7042028299456,678.0830962284707,660.5603460504777,666.3143920898438,17892150
2020-12-03,676.7570322500701,678.1777957887336,650.7334032246226,652.2251586914062,37933222
2020-12-04,654.0247547427127,663.7096021718844,650.3781517907096,656.2032470703125,26912322
2020-12-07,651.1832258266534,653.527462315225,643.1795804342909,649.880859375,24316318
2020-12-08,651.1833238725814,657.7188596293104,646.518494896498,651.7990112304688,19457896
2020-12-09,652.1304106028376,667.7825107573249,651.206937503077,666.4327392578125,22069074
2020-12-10,662.0757587301833,663.9701099711853,651.5384299521099,656.3216552734375,19727966
2020-12-11,658.3107699836195,660.6550065599108,650.2360745568154,654.8772583007812,21356384
2020-12-14,654.9719120410531,657.3398509855255,647.8680952076361,649.83349609375,17222050
2020-12-15,653.9300382066189,660.6312591314887,646.9209158475564,658.9027099609375,21561436
2020-12-16,664.9173166786283,670.9792640576541,660.4182322709024,668.09033203125,16832092
2020-12-17,671.831637116775,684.3343665170745,665.1540607427205,682.8189086914062,21924478
2020-12-18,679.5984953959074,681.8243349393504,666.0065486123938,668.3981323242188,22995918
2020-12-21,671.3107140052659,674.3179850066851,647.2524303718895,650.0703125,23761824
2020-12-22,655.8244596437975,655.8244596437975,636.9756406113383,650.283447265625,22851558
2020-12-23,647.6312759415493,654.0010083282352,644.5766579472516,651.4910278320312,15467394
2020-12-24,658.0029937178846,664.9173650112106,652.1304926071488,661.6495971679688,14952188
2020-12-28,665.3908677908984,672.9682726910083,664.9172799846416,669.1085205078125,11699194
2020-12-29,672.9919612810602,679.4800909681309,672.4946709703752,675.9044799804688,14495346
2020-12-30,681.9191735548343,681.9191735548343,669.1796485141934,678.4146118164062,16216726
2020-12-31,679.5984851060285,683.8607752565193,674.8863096751678,680.2141723632812,22145750
2021-01-01,681.9665290675612,683.3872926697853,672.7789128776417,674.8864135742188,8810938
2021-01-04,681.0192116775081,681.0192116775081,662.5492886904269,670.6002807617188,15740192
2021-01-05,672.1157552191057,677.5857172103831,667.2851829805555,675.6676635742188,14386824
2021-01-06,679.5985087322957,681.9664477871121,669.2269241099976,672.7551879882812,22134050
2021-01-07,678.4144903386681,678.4618375541515,668.9664373148993,670.7186889648438,19894842
2021-01-08,678.1777681029891,682.9136463718647,673.962824881487,678.0120239257812,13768764
2021-01-11,686.7023588514919,693.758829135686,680.2142286543354,687.3890380859375,17331392
2021-01-12,687.8625898545131,704.5565601168332,686.276082257034,701.383544921875,20388156
2021-01-13,707.0193244648524,708.9136758960336,692.432795320349,696.4819946289062,16934650
2021-01-14,696.7187145853906,704.6986575797872,689.5438477393617,695.5820922851562,12297166
2021-01-15,695.7478524799448,696.9555245413233,684.3343976182036,694.5875854492188,14165236
2021-01-18,696.1267159476713,711.731410769727,694.7532997710615,702.3780517578125,42825632
2021-01-19,706.4983186612751,715.8990251352752,694.7533178392471,712.2050170898438,17360254
2021-01-20,710.8553078986365,710.8553078986365,703.751490697784,706.593017578125,13346052
2021-01-21,706.5930756304524,707.7059955211522,695.2980169153192,698.4473876953125,26333054
2021-01-22,695.1794946049523,695.1794946049523,682.0374340732837,683.6476440429688,15392364
2021-01-25,693.853475383822,701.3835329786784,689.1412998903074,692.7879028320312,20344718
2021-01-27,695.2268743824932,697.0738783221417,665.9354811895471,667.5693359375,23556276
2021-01-28,658.2396825593556,663.6385949413054,635.5548157983885,649.501953125,42704446
2021-01-29,658.926341759059,667.1667806384634,646.2105215128186,658.5238037109375,28704502
2021-02-01,667.8771996524747,702.0939184433921,663.4965124716306,699.3707885742188,26370544
2021-02-02,710.8553173311757,747.5583733559366,709.1504127425507,739.0574951171875,42420206
2021-02-03,747.7951369461741,749.0738008830458,730.2723883286894,745.8060913085938,20237254
2021-02-04,741.6385402984712,752.0574725376579,730.9591116288991,747.842529296875,24484684
2021-02-05,733.1138786291295,766.3834199558067,733.1138786291295,756.6038208007812,27054716
2021-02-08,767.2122266050849,772.7295359697247,755.7040200816045,760.226806640625,17447580
2021-02-09,762.4764740964574,771.0010557944302,751.4418535518959,763.3526000976562,18421366
2021-02-10,761.6949586277138,764.7732794572811,742.1121138356696,749.0975341796875,19788006
2021-02-11,749.2159471102909,756.698657949199,740.7860606113193,744.6458129882812,13648618
2021-02-12,745.3799133148704,754.1886355811185,744.9536726964518,749.1922607421875,9910106
2021-02-15,757.7877310030897,769.5800772880425,756.1775211253325,765.6019287109375,10355244
2021-02-16,767.7804841834933,777.1575453320123,761.7422400012975,770.361572265625,13897358
2021-02-17,767.2122995476974,768.0647807827121,749.6895494962994,751.3471069335938,12794426
2021-02-18,760.5583606487642,760.5583606487642,733.1139687293299,736.0975952148438,14720560
2021-02-19,731.6932277267678,740.7860913158588,726.0101735308317,728.8990478515625,17139508
2021-02-22,731.7168916782571,745.3798888586701,729.064753611122,733.1139526367188,29451838
2021-02-23,735.8371394738815,737.7077884015558,721.1085685500753,724.1868896484375,18239906
2021-02-24,722.931841154258,764.3470748323017,718.0775657714667,760.795166015625,14314332
2021-02-25,762.3579308447829,774.9080070475392,758.6876255402033,760.7714233398438,20109570
2021-02-26,751.6076299528344,752.4837559241885,720.327128941141,726.6732177734375,27912846
2021-03-01,740.6913483244873,744.7405472981088,729.6567290261943,738.2760620117188,13536018
2021-03-02,746.2323286853281,751.8206882642336,734.5347322820953,742.680419921875,16110038
2021-03-03,750.1631036638017,755.8461574794367,741.1649351223799,751.5128173828125,11222410
2021-03-04,733.3744250896104,744.0064482821596,728.8989856058892,735.031982421875,16291438
2021-03-05,725.0629432827818,731.9773138054445,720.3744123616639,724.58935546875,17445822
2021-03-08,730.2723633294515,736.429004524836,716.3015236937714,719.6166381835938,15117050
2021-03-09,731.6931703125,741.4964149068451,728.496452578125,739.98095703125,15066696
2021-03-10,744.4801043633497,745.900867921295,735.0793970504816,736.7843017578125,11055016
2021-03-12,757.7404748656829,757.7404748656829,726.9809705885083,734.9845581054688,15631204
2021-03-15,733.3033095647648,733.3033095647648,717.6275660482495,723.949951171875,12230386
2021-03-16,725.0155744712979,729.5146585706096,715.1175778906098,716.1358032226562,13722366
2021-03-17,721.8662033617888,728.8516234041614,705.7405156649922,708.1795043945312,21064428
2021-03-18,715.9463312672258,720.8243085586888,701.4545566632114,706.119384765625,18065540
2021-03-19,703.2779667365531,715.6859454495183,698.0922028335087,709.1978149414062,21235020
2021-03-22,707.9664936714229,707.9664936714229,691.6277127277023,695.7716064453125,14015632
2021-03-23,696.1740748748355,713.9099150865279,695.7478342871996,710.4527587890625,19761428
2021-03-24,706.0720757291848,713.4363314696999,696.6476667715011,700.3416748046875,16368900
2021-03-25,705.7404783853448,708.2742192275458,686.8206699198174,693.024658203125,23964356
2021-03-26,707.5401996278873,709.9081387163341,698.0684432741003,706.2615356445312,12021258
2021-03-30,713.5311419893512,740.0047142264807,711.1158555293341,735.8134155273438,25607644
2021-03-31,733.1140000952927,733.1140000952927,704.6987287737697,707.37451171875,30774506
2021-04-01,710.0976484763646,710.0976484763646,693.806214538646,704.1067504882812,35763762
2021-04-05,700.9099594168414,703.2778984689253,677.704156706419,686.5128784179688,16006586
2021-04-06,691.4382599253059,692.6932792880586,678.4856438101414,682.0848999023438,15075734
2021-04-07,681.6349234429235,689.8753046696546,673.2287402423026,685.376220703125,25088180
2021-04-08,688.123091309579,691.8644465891563,677.4673655322455,678.556640625,17613592
2021-04-09,675.3362345728195,678.5566548887363,670.1741157477531,673.323486328125,28157816
2021-04-12,659.7078551379362,662.54938215217,640.7643417097112,647.4182739257812,22549128
2021-04-13,647.8681060041231,666.0775336661652,644.5529914266166,663.1886596679688,18600682
2021-04-15,665.3909109555909,680.4036222634213,658.7606812378839,677.2779541015625,34444984
2021-04-16,679.5748161245511,684.3343968185246,674.1522587343736,676.5912475585938,15606526
2021-04-19,658.2870680749406,671.4054275301584,649.9045868073125,668.8954467773438,24069242
2021-04-20,674.8626116817444,675.5256461606865,655.4218094629292,658.9500732421875,23186270
2021-04-22,653.551168270815,675.7151005800558,649.3125805575211,673.6786499023438,38485312
2021-04-23,667.285193457898,679.4090292715103,663.1175977980581,669.7241821289062,22713528
2021-04-26,669.1795392853847,676.7569438349715,664.3252644958056,665.296142578125,30170952
2021-04-27,666.4564553260143,682.9136319631285,665.2961882990259,681.3507690429688,20592906
