Date,Close,High,Low,Open,Volume
2020-01-01,413.5321960449219,415.5552496330273,412.52556060850515,414.16744620522053,4070420
2020-01-02,414.9737243652344,419.83099138585686,413.89377826804656,414.38243680201117,8638440
2020-01-03,409.83306884765625,413.8742848798684,407.83444211672276,412.42784473466713,11768500
2020-01-06,390.6043395996094,410.86410405244834,389.3435921858979,406.9548356412446,28667350
2020-01-07,391.6744689941406,399.9181356540841,390.5554219204242,396.30205075772136,21490420
2020-01-08,395.8085021972656,396.82492025033014,386.0402233432066,386.0402233432066,16305760
2020-01-09,403.0650634765625,405.3910527286915,398.74530950048836,401.2765567832269,14193880
2020-01-10,405.083251953125,409.0951492676554,402.459158002897,403.64173313333896,11066240
2020-01-13,407.003662109375,408.7383937576281,405.19561975858926,407.34569918693575,6451520
2020-01-14,409.7890319824219,410.7077124063173,405.6305729387733,407.54121467097127,7034340
2020-01-15,411.1817626953125,412.4278360928448,407.5461417149397,409.4909932936344,6169760
2020-01-16,412.4522399902344,413.4002387629573,409.30038640190526,409.49586175054225,5787280
2020-01-17,413.576171875,414.57794581125586,410.6686772220893,412.13465294302677,6711290
2020-01-20,405.84063720703125,415.64801616197553,403.15790701079027,413.3073230303774,8486390
2020-01-21,404.4724426269531,409.11469887418605,402.36632545938045,405.58170708487796,8979220
2020-01-22,404.8242492675781,409.1537564230727,402.9819971769443,409.1049025031715,7979010
2020-01-23,403.221435546875,406.9401494066099,399.2339953020177,402.9477879793392,11545220
2020-01-24,409.93560791015625,411.0253067687578,401.7750053866577,402.65458467938316,8648920
2020-01-27,406.989013671875,411.25499294977107,405.9774869700891,407.93212102370086,7821550
2020-01-28,411.74365234375,415.26199961284544,405.6012410634455,405.6012410634455,10527640
2020-01-29,431.87640380859375,434.31969646402297,411.9489244200952,414.8613101771429,45814130
2020-01-30,426.53045654296875,438.32668004014846,424.6295677958594,436.27430834913827,35777740
2020-01-31,426.6868591308594,431.9839308121291,423.54967966432815,427.0875627115301,17369270
2020-02-03,426.0467224121094,427.76191867376997,415.3792980444682,415.3792980444682,10941810
2020-02-04,441.6739807128906,444.67924246850396,427.78631426074105,428.8418333406636,19583230
2020-02-05,442.5487060546875,443.6970416383581,437.608375610805,441.2586404130043,12856310
2020-02-06,456.05035400390625,457.17426265331824,442.23596787222766,442.54871648825434,18464770
2020-02-07,454.8726806640625,458.0587438839157,452.1166393447545,455.815788065723,9503260
2020-02-10,461.46466064453125,462.6618799815584,453.47510578630227,455.4297398629674,11608790
2020-02-11,464.1620788574219,467.6462165875136,462.8573689239967,462.9551065957726,11674290
2020-02-12,466.0531921386719,467.3725761644912,461.48913806775784,466.18024813139266,8829640
2020-02-13,468.6577453613281,469.1708308586867,462.7596332570354,465.7893221431124,6810390
2020-02-14,467.32855224609375,470.57814325478375,465.9847413489487,469.1121677306256,7311180
2020-02-17,466.8301696777344,468.9167213547355,464.23050267531227,467.3285811054901,7164840
2020-02-18,465.0074462890625,466.370822679127,459.49539356714666,466.12160205619693,7286110
2020-02-19,476.7401428222656,477.6148606819913,467.1673388910988,467.64621470792076,11720490
2020-02-20,476.9747314453125,481.1722916370372,474.36528169660085,475.74819372753564,16346430
2020-02-24,469.4982604980469,476.53984725041005,464.34291850827697,473.02149955312626,12633890
2020-02-25,471.6483154296875,473.9889789900511,467.5484633121184,473.9889789900511,9593090
2020-02-26,470.0894775390625,472.8015262521029,465.91145332434104,470.57813603962285,8513460
2020-02-27,465.18341064453125,470.57819037651876,460.5215889226698,470.57819037651876,11748700
2020-02-28,436.45513916015625,453.4751244336957,421.3946794011072,453.4751244336957,49414100
2020-03-02,426.1835632324219,451.3201600557625,420.7985365062296,449.56586275078723,22382160
2020-03-03,436.30731201171875,438.3496932107334,423.1762666000125,431.0078707410213,20235030
2020-03-04,419.88006591796875,440.4900581238514,413.8655323531598,437.4730160353986,24729910
2020-03-05,424.219482421875,427.82917076462417,418.5820908883294,422.19177923107856,18332950
2020-03-06,413.94879150390625,415.13895744903294,395.4007608946779,404.0699029736197,33122380
2020-03-09,394.4505310058594,404.31474032471954,386.4524184174099,398.6822515134121,35456270
2020-03-11,394.82769775390625,403.4723561371624,390.3559887410569,393.19671643191054,27936830
2020-03-12,365.80322265625,379.0860987620606,355.3953624767476,378.1114380506276,52726190
2020-03-13,387.1773376464844,396.0864679927716,321.39966111199794,336.9698106413081,48499170
2020-03-16,359.7201843261719,375.51074193666614,352.6428326096013,375.51074193666614,31404670
2020-03-17,337.4448547363281,365.83751300998415,333.2474522317465,362.64412703213765,25585480
2020-03-18,299.878662109375,345.7858929811815,295.72042010569953,341.86763923635226,54435800
2020-03-19,268.9978332519531,299.0655325429931,243.39206701064336,274.27769319502755,83247130
2020-03-20,289.15728759765625,298.17905705435254,256.8072161892179,274.2630111546458,61101890
2020-03-23,221.98374938964844,264.48209907711987,217.95284090614507,260.2454757176762,48442350
2020-03-24,242.3635711669922,251.61553957521426,206.16380444424988,242.1480660263192,62572210
2020-03-25,253.27587890625,264.4820852041913,235.09518684817007,239.9930032408403,62263550
2020-03-26,273.6606140136719,287.6487777476392,251.2629071148657,258.34025844499416,50961240
2020-03-27,249.0343780517578,297.78724855453237,244.89082940339833,289.4609603548168,71706090
2020-03-30,219.62791442871094,236.5057874671089,218.05081677163926,234.12055300201456,76983550
2020-03-31,217.05165100097656,229.2178261328556,205.70830550384477,225.79914462715135,110431110
2020-04-01,217.39938354492188,224.0163385701367,208.9065713341452,213.54480426315178,64083010
2020-04-03,216.2386016845703,229.5802492455728,213.8435622059855,222.24332958572077,61726720
2020-04-07,220.7299041748047,223.9281777716055,203.89609620265767,219.91196223748616,111614780
2020-04-08,228.5223388671875,232.54834503656116,210.03307970368888,213.9366404481387,91093390
2020-04-09,249.96986389160156,251.37063226729322,231.872440488823,234.21359623013674,71932460
2020-04-13,224.05552673339844,246.84997067054286,221.9641643072309,246.84997067054286,81831990
2020-04-15,213.7847900390625,231.96059504817748,212.40850478278048,229.70759644335163,93336280
2020-04-16,217.46307373046875,220.40176391601562,207.86334946829203,210.11634826660156,72467400
