Date,Close,High,Low,Open,Volume
2020-01-01,173.3952178955078,173.75933125034106,172.66696810563374,173.75933125034106,4370931
2020-01-02,174.66964721679688,175.47072664526544,173.3952273253654,173.46804538425064,8726602
2020-01-03,173.68649291992188,175.50710564197192,173.32236806749137,175.50710564197192,9642051
2020-01-06,171.21046447753906,173.5408497448335,171.13763488914117,172.95824765795854,7930726
2020-01-07,171.39254760742188,173.2495696871764,170.84636600044755,171.9023201846258,8740894
2020-01-08,170.5550537109375,171.72024640858862,169.8632129735143,170.40940606624403,7314466
2020-01-09,171.72027587890625,172.30286655766326,171.17408269243984,171.57461666911163,9816703
2020-01-10,173.32237243652344,173.86855395888585,172.44847507668192,173.03107716327716,10357864
2020-01-13,174.23268127441406,175.14298767120655,173.5044315409389,173.68649974435914,12715178
2020-01-14,177.1456756591797,177.5462211325638,173.54087025965958,174.96094931041748,12299570
2020-01-15,176.5266876220703,176.96363061253183,175.57996049924645,176.6359262547119,5687654
2020-01-16,175.32505798339844,177.61903443633628,174.85170600588222,176.5994893461417,9730522
2020-01-17,174.74246215820312,176.30818877415402,174.34192824761826,175.3250527408344,7677106
2020-01-20,176.16253662109375,177.14566108915508,174.8152757380497,174.8152757380497,8329721
2020-01-21,173.65008544921875,175.83481150312926,173.32236961707065,175.83481150312926,9939680
2020-01-22,173.3588104248047,174.4875942223554,172.66698115023087,174.4875942223554,7949731
2020-01-23,173.2495574951172,173.86856865817532,172.52131925043443,173.39521668415745,6356150
2020-01-24,173.43162536621094,174.12345458230865,172.59413696136286,172.88544379875992,7063834
2020-01-27,170.84634399414062,172.885434040306,170.6278667634506,172.5941272193516,7100949
2020-01-28,168.0426025390625,171.7930669495869,167.86054586558413,170.95559009544138,15144538
2020-01-29,172.33924865722656,173.06749843196877,168.3339095164551,168.5887957836045,21258057
2020-01-30,170.44580078125,172.59411778522872,169.6811420557348,172.55770876213822,10794458
